Model,Training_accuracy,Test_accuracy,f1_score(weighted),Precision,recall,Hyperparameters
CostSenstivity with RF,1.0,0.53,0.5,0.49,0.53,"n_estimators : 800, min_samples_split : 4, min_samples_leaf : 2, max_features : 0.5, max_depth : 35"
